all_smiles
[2H]c1ccc(C(C)=O)c(C)c1
[2H]c1cccc2c(-c3ccccc3)c[nH]c12
[2H]c1cccc(Br)c1NC(=O)C(C)(C)C
[2H]c1ccc(C)cc1C(=O)NC
[2H]c1cc(Br)cc(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1cc(C(=O)N(C(C)C)C(C)C)nc(C(=O)N(C(C)C)C(C)C)c1
[2H]c1cc(C=O)ccc1F
[2H]c1c[nH]c2ccc(OC)cc12
[2H]c1cc(Br)cc(C(F)(F)F)c1
[2H]c1ccccc1SCC
[2H]c1ccc(C(F)(F)F)c(CCNC(=O)C(F)(F)F)c1
[2H]c1cc(Cl)cc(C=O)c1
[2H]c1cccc(Cl)c1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(Br)c(CCNC(=O)C(F)(F)F)c1
[2H]c1ccc(C(=O)OCC)c(C)c1
[2H]c1c[nH]nc1C
[2H]c1cc(C)cc(OC)c1O
[2H]c1cc(C)n(C)c1C#N
[2H]c1cc(Cl)c2nc(C)[nH]c2c1
[2H]c1ccc(-c2ccccc2)c2ccn(C(=O)C(C)(C)C)c12
[2H]c1ccc(C(=O)OCC)c(CC(=O)OCC)c1
[2H]c1c(-c2ccccc2)ccc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1c(F)c(F)c(F)c(F)c1F
[2H]CC(C)(C)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(Br)cc(OC(F)(F)F)c1
[2H]c1cc(C)cc2ccn(C(=O)C(C)(C)C)c12
[2H]C(CC)CCC(=O)N(Cc1ccccc1)Cc1ccccc1
[2H]c1ccnc(N(C)C)c1
[2H]c1cccc2c1Nc1cc(Cl)ccc1S2
[2H]c1cccc(CN(C)C)c1F
[2H]C(CC)CCC(=O)OCC
[2H]C1CC1C(=O)OC(C)(C)C
[2H]Cc1cccc(Cl)c1
[2H]CC(C)(Cc1ccccc1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1c[nH]c2c(OC)cccc12
[2H]c1cc(C(=O)N(C(C)C)C(C)C)c(F)cc1F
[2H]c1ccc(Cl)c(P(=O)(C2CCCCC2)C2CCCCC2)c1
[2H]C1CC2CN(C(=O)OC(C)(C)C)CC2C1
[2H]c1ccc(N(C)c2ccccc2)cc1
[2H]c1cc(C)c(C)cc1C=O
[2H]c1ccc2c(c1)CCCC2=O
[2H]c1ccc(C=Cc2ccccc2)c2ccn(C(=O)C(C)(C)C)c12
[2H]c1cccc(OC)c1C=O
[2H]c1ccccc1-c1nccc2ccccc12
[2H]CC(C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)N1C(=O)c2ccccc2C1=O
[2H]C(CC)CCC(=O)OCc1ccccc1
[2H]c1ccc(C(C)(C)C)cc1
[2H]c1cn(Cc2ccccc2)c2ccccc12
[2H]c1c[nH]c2cccc(F)c12
[2H]c1ccc(CCCNC(=O)C(F)(F)F)c(Br)c1
[2H]c1cccc(Cl)c1NC(=O)C(C)(C)C
[2H]c1ccnc(C)c1
[2H]c1cc(C=O)cc(OC)c1
[2H]c1cc(Cl)ccc1C(=O)NC
[2H]CCCCCCN1CCCCC1
[2H]c1cc2cccc(C(=O)N(C(C)C)C(C)C)c2[nH]1
[2H]c1ccnc(CCNC(=O)C(F)(F)F)c1
[2H]c1ccc(C2OCCO2)cc1SC
[2H]c1sc2ccc(Cl)cc2c1C
[2H]CC(C)(CCc1cccc(Cl)c1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(OC)c(C(=O)N(C(C)C)C(C)C)c1
[2H]c1c(Br)ccc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1ccc(-c2ccc(C)cc2)c(CCCNC(=O)C(F)(F)F)c1
[2H]c1ccc2c(c1)CCCN2C
[2H]c1cccc(C(=O)N2CCCCC2)c1
[2H]c1ccc(C(F)(F)F)c(CNS(=O)(=O)c2ccc(C)cc2)c1
[2H]C1CCCCC1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cccc(-c2ccc(SC)cc2)c1
[2H]c1cc(Cl)nc(Cl)c1
[2H]c1cc(OC)c(OC)c(OC)c1
[2H]c1cc(C(F)(F)F)n[nH]1
[2H]c1ccnc(CCCNC(=O)C(F)(F)F)c1
[2H]c1ccc(C)c2nc(C)oc12
[2H]c1ccc(C)c2ccn(C(=O)C(C)(C)C)c12
[2H]c1ccccc1C=O
[2H]c1c(Cl)ccc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1cc(C)cc(C)n1
[2H]c1ccc(C(=O)OC)c(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1ccc(C)c(OC)c1
[2H]c1cccc2c3c([nH]c12)CCC3
[2H]c1ccnc(C(=O)N(C(C)C)C(C)C)c1
[2H]c1cc(C)nc2ccc(Br)cc12
[2H]c1ccc(C(F)(F)F)cc1NC(=O)C(C)(C)C
[2H]c1cc(C(=O)OC)ccc1C#N
[2H]CCCCCCCCCCCC
[2H]c1ccc(Br)c(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1cc(C)nc2cc(Br)ccc12
[2H]c1scc2c1OCCO2
[2H]c1cc(OC)cc(C(=O)N(C(C)C)C(C)C)c1
[2H]c1cc(C)c(C(=O)OCC)c(C)c1
[2H]CC(Cc1c(F)cccc1F)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(OC)cc2cc(C(=O)OCC)[nH]c12
[2H]c1cc(OC)cc2nc(C)oc12
[2H]c1ccc2nc(C)[nH]c2c1
[2H]C1CCC2(C1)OCC(C)(C)CO2
[2H]c1cc(OC)cc(SC)c1
[2H]c1ccc(Cl)c(Cl)c1
[2H]c1cccc(C)c1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(F)c(C)cc1NC(=O)OC(C)(C)C
[2H]c1c(F)cc(C(=O)OCC)cc1F
[2H]c1ccc(Br)cc1SC
[2H]c1cc2cc(C(=O)OCC)ccc2[nH]1
[2H]CCCCCCCCOC(C)(C)C
[2H]c1cc(C(C)C)cc(C(C)C)c1
[2H]c1ccc(C)c(C=O)c1
[2H]c1cccc2c1N(C(=O)C(C)(C)C)CCC2
[2H]c1ccc(CNC(=O)C(C)(C)C)c(C(F)(F)F)c1
[2H]c1cc(C(F)(F)F)ccc1C(=O)NC
[2H]c1cc(SC)cc(N(C)C)c1
[2H]c1cc(Br)ccc1NC(=O)C(C)(C)C
[2H]CCC(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(Cl)cc(OC(=O)NC(C)(C)C)c1
[2H]c1cc(F)ccc1C=NN(C)C
[2H]c1ccc(C)s1
[2H]CC(C)(CC)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(F)ccc1O
[2H]c1cc(Cl)cc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1
[2H]c1ccc(Cl)c(CNC(=O)C(F)(F)F)c1
[2H]c1cc2cccnc2n1C
[2H]CCCCN(CCCC)C(=O)OC(C)(C)C
[2H]c1ccnc(OC)c1
[2H]C1CCC1(CCc1ccc(Cl)cc1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cccc(C(=O)N(C)C2CCCCC2)c1
[2H]c1cc(C#N)ccc1NC(=O)C(C)(C)C
[2H]c1cc(OC)cc2cc[nH]c12
[2H]c1cc(I)cc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1cc(C)cc(C=O)c1
[2H]c1ccc(C#N)cc1SC
[2H]c1cc2cccc(C(=O)OCC)c2[nH]1
[2H]c1ccc2ccccc2c1-c1ncccc1N(C)C
[2H]c1ccc(Br)c(CCN(CC)C(=O)C(F)(F)F)c1
[2H]c1ccc(-c2ccccc2C)cc1F
[2H]c1cc2c3c(cccc3c1-c1nccc3ccccc13)CC2
[2H]c1ccnc(-c2ccccc2)c1
[2H]c1cc(-c2ccc3sc4ccccc4c3c2)cc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1cc(I)cc2ccn(C(=O)C(C)(C)C)c12
[2H]c1ccccc1N(C)C(=O)C(C)(C)C
[2H]C1CCC1(CCCC)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cn(C)c2ccccc12
[2H]C(CC)CCC(=O)OC(C)(C)C
[2H]c1cc(C(=O)OC)ccc1C=O
[2H]c1ccc(C(=O)OCC)[nH]1
[2H]c1ccc(CCNC(=O)C(F)(F)F)c(Br)c1
[2H]c1ccc(Cl)c(OC)c1
[2H]c1cc([N+](=O)[O-])ccc1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1c[nH]c2ccc(C)cc12
[2H]c1ccc(C)cc1SC
[2H]c1cc(C(F)(F)F)ccc1C=O
[2H]c1cc(C(C)(C)C)ccc1O
[2H]c1cccc(F)c1C=NN(C)C
[2H]c1cc2cc(OC)ccc2n1C
[2H]c1ccc(-c2ccccc2)cc1NC(=O)C(C)(C)C
[2H]c1cc(Cl)cc(N(C)C(=O)OC(C)(C)C)c1
[2H]c1ccc(Br)c2cc[nH]c12
[2H]c1ccc(C#N)c2cc[nH]c12
[2H]c1cc(C(=O)OC)cc(C(=O)OC)c1
[2H]c1cc(Cl)cc2cc(C)[nH]c12
[2H]c1ccc(C(C)C)cc1
[2H]C1CCC1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(NC(C)=O)c(Br)c1
[2H]c1ccc(C(=O)OCC)c(-c2ccc(-c3ccccc3)cc2)c1
[2H]c1cc(C(=O)N(C(C)C)C(C)C)ccc1C#N
[2H]CCCCCCCCOCCCCCCCC
[2H]c1cc(O)ccc1NC(=O)OC(C)(C)C
[2H]c1cc(Br)ccc1O
[2H]c1ccc(OC)cc1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]C1CCCC1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(Cl)ccc1SC
[2H]c1cc(C)ccc1C(=O)NCc1ccccc1
[2H]c1ccc(CCCNC(=O)C(F)(F)F)c(OC)c1
[2H]c1cc(OC)ccc1C(=O)NCc1ccccc1
[2H]c1cc(C=Cc2ccccc2)cc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1ccc(OC)c(C)c1
[2H]c1ccc(OC)cc1C(=O)NCc1ccccc1
[2H]c1c[nH]c2c(F)cccc12
[2H]c1ccc(CO)c(CNC(=O)C(F)(F)F)c1
[2H]c1ccc(Cl)cc1C(=O)NCc1ccccc1
[2H]c1ccc(OC)c(CNC(=O)C(F)(F)F)c1
[2H]c1cc(OC)ccc1C=O
[2H]c1ccc(Cl)c2ccn(C(=O)C(C)(C)C)c12
[2H]c1ccc(C)cc1NC(=O)C(C)(C)C
[2H]c1cccc2cc(C(=O)N(CCCCCC)CCCCCC)[nH]c12
[2H]c1cc(Br)cc2cc[nH]c12
[2H]c1ccc(Br)cc1C(=O)NCc1ccccc1
[2H]c1ccc(Br)s1
[2H]C1CC2(C1)OCC(C)(C)CO2
[2H]c1cc(OC)ccc1SC
[2H]c1ccc(N(C)C)cc1Br
[2H]c1ccc(C(F)(F)F)c(CCNS(C)(=O)=O)c1
[2H]c1cccc(C(=O)N(C(C)C)C(C)C)c1
[2H]c1ccc(C(=O)OCC)c(C(F)(F)F)c1
[2H]c1cnc2cc(Cl)ccc2c1Cl
[2H]c1ccc(OC(F)(F)F)c(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1cc(C)cc(N(C)C)c1
[2H]c1cc(Cl)ccc1NC(=O)C(C)(C)C
[2H]c1cnc(Cl)c(C(=O)N(C(C)C)C(C)C)c1
[2H]c1ccc(C)cc1F
[2H]c1cc(SC)cc(C(=O)OC)c1
[2H]c1ccc(C(=O)OCC)nc1
[2H]c1ccc(OC)c(OC)c1
[2H]c1cc(Cl)c(Cl)cc1C#N
[2H]c1cccc2c(C)c[nH]c12
[2H]c1cccc(-c2ccccc2C)c1F
[2H]c1ccc(N(C)C)cc1SC
[2H]c1ccc(C)c(CNC(=O)C(F)(F)F)c1
[2H]c1cccc(-c2ccc3ccccc3c2)c1F
[2H]c1cccc(C(=O)N(C2CCCCC2)C2CCCCC2)c1
[2H]c1cc(F)cc(CNC(=O)C(F)(F)F)c1
[2H]CC(C)c1ccc(C(C)C)cc1
[2H]c1ccc(CNC(C)=O)c(C(F)(F)F)c1
[2H]c1cc(Br)cnc1C#N
[2H]c1ccc(C(=O)N(CCCCCC)CCCCCC)n1C
[2H]c1cc(C)c2c(c1)CCCN2C
[2H]c1ccc(N(C)C)c(F)c1
[2H]c1cc(F)cc(CCCNC(=O)C(F)(F)F)c1
[2H]c1cc(C(=O)N(CCCCCC)CCCCCC)c(F)c(C(F)(F)F)c1
[2H]c1cccc2[nH]cc(C(=O)C(C)(C)C)c12
[2H]c1cc(C)cc(Br)c1
[2H]c1cccc2cc(-c3ccccc3)[nH]c12
[2H]c1cn[nH]c1
[2H]c1cc(Br)cc(Cl)c1O
[2H]c1ccc2ccccc2c1-c1ncccc1OC
[2H]c1ccc(CNS(=O)(=O)c2ccc(C)cc2)c(C(F)(F)F)c1
[2H]c1ccc(S(=O)(=O)N(C)C)cc1F
[2H]c1cc(C)c(C(=O)OCC)cc1F
[2H]c1ccc(C)cc1C(=O)NCc1ccccc1
[2H]c1ccc2ccccc2c1-c1nccc2ccccc12
[2H]c1ccc(Br)c(Br)c1
[2H]C(CC)CCC(=O)Nc1ccccc1
[2H]C1CCC1(CC(C)C)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(OC)ccc1C=NN(C)C
[2H]c1cc(O)cc(C(=O)OCC)c1
[2H]c1cc(F)cc(CCCNC(=O)C(F)(F)F)c1F
[2H]c1cc(Br)ccc1Br
[2H]c1cc(C)nc(C(=O)N(C(C)C)C(C)C)c1
[2H]c1cc(C(F)(F)F)ccc1O
[2H]c1ccc(CCNC(=O)C(F)(F)F)c(I)c1
[2H]c1cc(C)cc2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1ccc(OC)cc1SC
[2H]c1cc(Cl)ccc1C(=O)NCc1ccccc1
[2H]c1cnc(C#N)nc1
[2H]c1cccc2c1[nH]c1ccccc12
[2H]c1cccc(C(=O)N(C)C(C)(C)C)c1
[2H]c1cc(CC)cc(SC)c1
[2H]c1cc2ccccc2cc1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(N2CCCC2)cc1
[2H]c1cccc(F)c1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(C(=O)OCC)c(-c2ccccc2)c1
[2H]c1cc(C)cc2cc[nH]c12
[2H]c1ccc(I)c(CCNC(=O)C(F)(F)F)c1
[2H]CCCCCCCCCCCCCCCCO
[2H]c1ccccc1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(Cl)c(Cl)c(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1cc(C)ccc1O
[2H]c1cc(Br)cc(F)c1C#N
[2H]c1ccc(C(=O)N(CC)CC)cc1F
[2H]c1ccccc1C(=O)NC
[2H]c1cc(C)nc2cc(C#N)ccc12
[2H]c1ccnc(C(=O)OCC)c1
[2H]c1c(OC)ccc2ccn(C(=O)C(C)(C)C)c12
[2H]c1cc(SC)cc(C(C)C)c1
[2H]c1cc(C(=O)N(C(C)C)C(C)C)ccc1F
[2H]c1cccc2nc(-c3ccc(C)cc3)oc12
[2H]c1ccc(C(=O)OC)c(CCNC(=O)C(F)(F)F)c1
[2H]c1cc2ccccc2n1C
[2H]c1cc(OC)ccc1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc2cc(F)ccc2n1C
[2H]C1CC2(c3cccc(OC)c3)CCC1(C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F)CO2
[2H]c1ccc(C)c(CCNC(=O)C(F)(F)F)c1
[2H]c1cc(-c2ccccc2)ccc1C(=O)NC
[2H]c1ccc(C(=O)N(CCCCCC)CCCCCC)[nH]1
[2H]CC(C)(CCCOc1cc(C)ccc1C)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(C(F)(F)F)c(C)c1
[2H]c1ccc(C(=O)OCC)c(N(C)C)c1
[2H]c1cc2c(C#N)ccc([2H])c2[nH]1
[2H]c1cnc(C)nc1
[2H]c1ccc(N2CCOCC2)cc1SC
[2H]c1ccc(Cl)c(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1ccc(CCCN(CC)C(=O)C(F)(F)F)c(Br)c1
[2H]c1cccc(-c2ccccc2OC)c1F
[2H]c1cccc2c1Nc1ccccc1S2
[2H]C1CCC1(COCc1ccccc1)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(Br)c(C(=O)OCC)cc1F
[2H]c1ccc(OC)c2c1c(C(=O)C(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1
[2H]c1cc(C(C)(C)C)ccc1C(=O)NCc1ccccc1
[2H]c1cc(SC)cc(C(=O)N(C)C)c1
[2H]c1ccc(C(=O)OCC)cc1F
[2H]c1ccc(F)cc1C=O
[2H]CC(C)(CC(F)(F)F)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1ccc(F)c2ccn(C(=O)C(C)(C)C)c12
[2H]c1cccc2c1NCCC2
[2H]c1cccc2cc(C)[nH]c12
[2H]c1cc2ccccc2s1
[2H]c1ccc(CCCNC(=O)C(F)(F)F)c(-c2ccc(C)cc2)c1
[2H]c1ccc(C(F)(F)F)c(CCCNC(=O)C(F)(F)F)c1
[2H]c1ccc(OC(C)=O)cc1C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(C#N)cc(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1ccc(Cl)c(CCNC(=O)C(F)(F)F)c1
[2H]c1cc(F)c(C(=O)OCC)cc1F
[2H]c1cccc(C(=O)N(CCCCCC)CCCCCC)c1
[2H]c1cccc(N(C)C(=O)C(F)(F)F)c1
[2H]c1ccc(OC)c(CCCNC(=O)C(F)(F)F)c1
[2H]C(CC)CCC(=O)NC(C)(C)C
[2H]C1CCC1(CN1C(=O)c2ccccc2C1=O)C(=O)Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
[2H]c1cc(I)ccc1C#N
[2H]c1cc(Cl)c(C(=O)OCC)c(Cl)c1
[2H]c1ccc(C(=O)N(C(C)C)C(C)C)s1
[2H]CCCCCCCCC1OCC(C)(C)CO1
[2H]c1ccc(C(C)C)cc1SC
