rxn_id	source_id	source_type	rxn_date	rxn_type	rxn_name	rxn_tech	temperature_degC	time_h	atmosphere	stirring_shaking	scale_mol	concentration_mol	startingmat_1_cas	startingmat_1_smiles	startingmat_1_eq	startingmat_2_cas	startingmat_2_smiles	startingmat_2_eq	reagent_1_cas	reagent_1_smiles	reagent_1_eq	reagent_2_cas	reagent_2_smiles	reagent_2_eq	catalyst_1_cas	catalyst_1_smiles	catalyst_1_eq	ligand_1_cas	ligand_1_smiles	ligand_1_eq	additive_1_cas	additive_1_smiles	additive_1_eq	additive_2_cas	additive_2_smiles	additive_2_eq	solvent_1_cas	solvent_1_smiles	solvent_1_fraction	solvent_2_cas	solvent_2_smiles	solvent_2_fraction	product_1_cas	product_1_smiles	product_1_yield	product_1_yieldtype	product_1_ms	product_1_nmr	product_2_cas	product_2_smiles	product_2_yield	product_2_yieldtype	product_2_ms	product_2_nmr	procedure	comment
																																																								
