rxn_id,educt,rxn_scale_mol,rxn_temp_C,rxn_time_h,rxn_atm,rxn_c_moll,catalyst,catalyst_eq,ligand,ligand_eq,reagent,reagent_eq,solvent,solvent_ratio,yes_no,mono_bo,di_bo,non_bo,drug
ELN036496-167_1_1_A5,ClC1=CC=C2NC(=NC2=C1)C=3C=CC(O)=CC3,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-167_1_1_A4,ClC1=CC=C2NC(=NC2=C1)C=3C=CC(O)=CC3,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-167_1_1_A3,ClC1=CC=C2NC(=NC2=C1)C=3C=CC(O)=CC3,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-167_1_1_A2,ClC1=CC=C2NC(=NC2=C1)C=3C=CC(O)=CC3,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-167_1_1_A1,ClC1=CC=C2NC(=NC2=C1)C=3C=CC(O)=CC3,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-166_1_1_D6,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-166_1_1_D5,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-166_1_1_D4,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-166_1_1_D3,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-166_1_1_D2,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-166_1_1_D1,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-166_1_1_C6,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-166_1_1_C5,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-166_1_1_C4,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-166_1_1_C3,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-166_1_1_C2,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-166_1_1_C1,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-166_1_1_B6,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-166_1_1_B5,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-166_1_1_B4,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-166_1_1_B3,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-166_1_1_B2,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-166_1_1_B1,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-166_1_1_A6,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-166_1_1_A5,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-166_1_1_A4,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-166_1_1_A3,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-166_1_1_A2,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-166_1_1_A1,N=1C=2C=C3OCCOC3=CC2NC1C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-165_1_1_D6,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-165_1_1_D5,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-165_1_1_D4,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-165_1_1_D3,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-165_1_1_D2,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-165_1_1_D1,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-165_1_1_C6,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-165_1_1_C5,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-165_1_1_C4,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-165_1_1_C3,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-165_1_1_C2,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-165_1_1_C1,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-165_1_1_B6,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-165_1_1_B5,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-165_1_1_B4,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-165_1_1_B3,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-165_1_1_B2,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-165_1_1_B1,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O1CCCC1C,1,0,0,0,1,0
ELN036496-165_1_1_A6,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-165_1_1_A5,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-165_1_1_A4,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-165_1_1_A3,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-165_1_1_A2,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-165_1_1_A1,N=1C=CSC1C2=NC=3C=C(C(=CC3N2)C)C,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,C1CCCCC1,1,0,0,0,1,0
ELN036496-164_1_1_D6,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-164_1_1_D5,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-164_1_1_D4,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,1,0.04,0,0.96,0
ELN036496-164_1_1_D3,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-164_1_1_D2,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N1=CC=CC2=CC=CC(N)=C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-164_1_1_D1,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=CC1C=NN(CC=2C=CC=CC2)CC=3C=CC=CC3,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,N#CC,1,0,0,0,1,0
ELN036496-164_1_1_C6,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=C(C(=C2C=CC3=C(N=CC(=C3C)C)C12)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-164_1_1_C5,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC=C2C=CC=3C=CC=NC3C12,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-164_1_1_C4,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
ELN036496-164_1_1_C3,O=C(OCC)N1NC(=O)C=2C=CC=CC21,0.000100000,80,18,N2,0.2,C[O+]1[Ir-]2[O+](C)[Ir-]12.C3CC=CCCC=C3.C4CC=CCCC=C4,0.025,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.05,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,O(C)C1CCCC1,1,0,0,0,1,0
